selected_answer,is_correct,question_id,student_id,answer_id,section,Topic
3,false,23,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,23,C,Alphabetic Codes
3,false,24,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,24,C,Find Missing Figure
2,false,25,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,25,C,Complete the Pattern
3,true,26,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,26,C,Find the Missing Figure
2,false,27,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,27,C,Find the Missing Figure
1,true,28,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,28,C,Mirror Image
4,true,29,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,29,C,Dice Question
3,false,30,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,30,C,Find Missing Image
3,true,31,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,31,D,Grammar (Verb Tenses)
1,false,32,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,32,D,Grammar (Verb Tenses)
3,true,33,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,33,D,Parts of Speech (Adjectives)
2,true,34,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,34,D,Reading Comprehension (Literal Understanding)
1,false,35,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,35,D,Reading Comprehension (Literal Understanding)
3,true,36,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,36,D,Reading Comprehension (Literal Understanding)
2,true,37,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,37,D,Reading Comprehension (Literal Understanding)
3,true,38,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,38,D,Reading Comprehension (Inferential Understanding)
3,false,39,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,39,D,Reading Comprehension (Inferential Understanding)
4,false,40,7aa6ad35-6f90-4e5e-a6cf-2b4f38737696,40,D,Theme/Moral (Value System)
2,true,1,818e8e49-da76-4f09-a379-5c791f2338a0,1,A,Inequalities
3,true,2,818e8e49-da76-4f09-a379-5c791f2338a0,2,A,Fraction Operations
3,false,3,818e8e49-da76-4f09-a379-5c791f2338a0,3,A,Angle Sum Property
1,true,4,818e8e49-da76-4f09-a379-5c791f2338a0,4,A,Perimeter
1,false,5,818e8e49-da76-4f09-a379-5c791f2338a0,5,A,"Speed, Distance and Time"
3,true,6,818e8e49-da76-4f09-a379-5c791f2338a0,6,A,Linear Equations
2,true,7,818e8e49-da76-4f09-a379-5c791f2338a0,7,A,Divisibility Rules
2,true,8,818e8e49-da76-4f09-a379-5c791f2338a0,8,A,Number Patterns
3,true,9,818e8e49-da76-4f09-a379-5c791f2338a0,9,A,Profit and Loss
2,true,10,818e8e49-da76-4f09-a379-5c791f2338a0,10,A,Volume of Solids
1,true,11,818e8e49-da76-4f09-a379-5c791f2338a0,11,B,Anagrams
1,true,12,818e8e49-da76-4f09-a379-5c791f2338a0,12,B,Anagrams
2,true,13,818e8e49-da76-4f09-a379-5c791f2338a0,13,B,Compound Words
2,false,14,818e8e49-da76-4f09-a379-5c791f2338a0,14,B,Letter Patterns
1,true,15,818e8e49-da76-4f09-a379-5c791f2338a0,15,B,Word Completion
1,false,16,818e8e49-da76-4f09-a379-5c791f2338a0,16,B,Word Classification
1,false,17,818e8e49-da76-4f09-a379-5c791f2338a0,17,B,Letter Sequences
2,false,18,818e8e49-da76-4f09-a379-5c791f2338a0,18,B,Word Completion
3,false,19,818e8e49-da76-4f09-a379-5c791f2338a0,19,B,Word Analogies
1,true,20,818e8e49-da76-4f09-a379-5c791f2338a0,20,B,Anagrams
2,true,21,818e8e49-da76-4f09-a379-5c791f2338a0,21,C,Complete Analogy
4,true,22,818e8e49-da76-4f09-a379-5c791f2338a0,22,C,Missing Figures
4,false,23,818e8e49-da76-4f09-a379-5c791f2338a0,23,C,Alphabetic Codes
2,false,24,818e8e49-da76-4f09-a379-5c791f2338a0,24,C,Find Missing Figure
1,false,25,818e8e49-da76-4f09-a379-5c791f2338a0,25,C,Complete the Pattern
3,true,26,818e8e49-da76-4f09-a379-5c791f2338a0,26,C,Find the Missing Figure
3,false,27,818e8e49-da76-4f09-a379-5c791f2338a0,27,C,Find the Missing Figure
1,true,28,818e8e49-da76-4f09-a379-5c791f2338a0,28,C,Mirror Image
4,true,29,818e8e49-da76-4f09-a379-5c791f2338a0,29,C,Dice Question
3,false,30,818e8e49-da76-4f09-a379-5c791f2338a0,30,C,Find Missing Image
1,false,31,818e8e49-da76-4f09-a379-5c791f2338a0,31,D,Grammar (Verb Tenses)
2,true,34,818e8e49-da76-4f09-a379-5c791f2338a0,34,D,Reading Comprehension (Literal Understanding)
1,false,37,818e8e49-da76-4f09-a379-5c791f2338a0,37,D,Reading Comprehension (Literal Understanding)
1,false,36,818e8e49-da76-4f09-a379-5c791f2338a0,36,D,Reading Comprehension (Literal Understanding)
2,false,38,818e8e49-da76-4f09-a379-5c791f2338a0,38,D,Reading Comprehension (Inferential Understanding)
1,false,39,818e8e49-da76-4f09-a379-5c791f2338a0,39,D,Reading Comprehension (Inferential Understanding)
2,true,40,818e8e49-da76-4f09-a379-5c791f2338a0,40,D,Theme/Moral (Value System)
2,true,35,818e8e49-da76-4f09-a379-5c791f2338a0,35,D,Reading Comprehension (Literal Understanding)
3,false,32,818e8e49-da76-4f09-a379-5c791f2338a0,32,D,Grammar (Verb Tenses)
3,true,33,818e8e49-da76-4f09-a379-5c791f2338a0,33,D,Parts of Speech (Adjectives)
2,true,1,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,1,A,Inequalities
4,false,2,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,2,A,Fraction Operations
1,true,3,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,3,A,Angle Sum Property
4,false,4,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,4,A,Perimeter
1,false,5,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,5,A,"Speed, Distance and Time"
4,false,6,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,6,A,Linear Equations
2,true,7,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,7,A,Divisibility Rules
2,true,8,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,8,A,Number Patterns
3,true,9,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,9,A,Profit and Loss
2,true,10,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,10,A,Volume of Solids
1,true,11,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,11,B,Anagrams
3,false,12,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,12,B,Anagrams
3,false,13,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,13,B,Compound Words
1,false,14,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,14,B,Letter Patterns
2,false,15,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,15,B,Word Completion
1,false,16,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,16,B,Word Classification
2,false,17,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,17,B,Letter Sequences
1,false,18,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,18,B,Word Completion
3,false,19,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,19,B,Word Analogies
1,true,20,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,20,B,Anagrams
2,true,21,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,21,C,Complete Analogy
4,true,22,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,22,C,Missing Figures
3,false,23,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,23,C,Alphabetic Codes
3,false,24,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,24,C,Find Missing Figure
3,true,25,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,25,C,Complete the Pattern
3,true,26,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,26,C,Find the Missing Figure
1,true,27,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,27,C,Find the Missing Figure
1,true,28,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,28,C,Mirror Image
4,true,29,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,29,C,Dice Question
3,false,30,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,30,C,Find Missing Image
3,true,31,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,31,D,Grammar (Verb Tenses)
2,true,32,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,32,D,Grammar (Verb Tenses)
3,true,33,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,33,D,Parts of Speech (Adjectives)
2,true,34,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,34,D,Reading Comprehension (Literal Understanding)
1,false,35,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,35,D,Reading Comprehension (Literal Understanding)
3,true,36,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,36,D,Reading Comprehension (Literal Understanding)
2,true,37,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,37,D,Reading Comprehension (Literal Understanding)
3,true,38,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,38,D,Reading Comprehension (Inferential Understanding)
4,false,39,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,39,D,Reading Comprehension (Inferential Understanding)
4,false,40,43f5e1e0-3110-43b0-8f2e-5f9248920fa9,40,D,Theme/Moral (Value System)
1,false,1,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,1,A,Inequalities
4,false,2,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,2,A,Fraction Operations
1,true,3,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,3,A,Angle Sum Property
1,true,4,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,4,A,Perimeter
1,false,5,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,5,A,"Speed, Distance and Time"
3,true,6,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,6,A,Linear Equations
2,true,7,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,7,A,Divisibility Rules
2,true,8,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,8,A,Number Patterns
1,false,9,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,9,A,Profit and Loss
2,true,10,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,10,A,Volume of Solids
1,true,11,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,11,B,Anagrams
1,true,12,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,12,B,Anagrams
2,true,13,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,13,B,Compound Words
3,true,14,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,14,B,Letter Patterns
2,false,15,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,15,B,Word Completion
1,false,16,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,16,B,Word Classification
4,true,17,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,17,B,Letter Sequences
2,false,18,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,18,B,Word Completion
4,true,19,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,19,B,Word Analogies
1,true,20,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,20,B,Anagrams
3,false,21,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,21,C,Complete Analogy
3,false,22,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,22,C,Missing Figures
3,false,23,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,23,C,Alphabetic Codes
4,true,24,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,24,C,Find Missing Figure
2,false,25,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,25,C,Complete the Pattern
2,false,26,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,26,C,Find the Missing Figure
1,true,27,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,27,C,Find the Missing Figure
2,false,28,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,28,C,Mirror Image
2,false,29,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,29,C,Dice Question
4,true,30,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,30,C,Find Missing Image
3,true,31,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,31,D,Grammar (Verb Tenses)
4,false,32,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,32,D,Grammar (Verb Tenses)
2,false,33,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,33,D,Parts of Speech (Adjectives)
2,true,34,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,34,D,Reading Comprehension (Literal Understanding)
2,true,35,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,35,D,Reading Comprehension (Literal Understanding)
2,false,36,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,36,D,Reading Comprehension (Literal Understanding)
2,true,37,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,37,D,Reading Comprehension (Literal Understanding)
3,true,38,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,38,D,Reading Comprehension (Inferential Understanding)
2,true,39,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,39,D,Reading Comprehension (Inferential Understanding)
2,true,40,d9ed038a-0327-41d6-a3cc-a9b6b20eed60,40,D,Theme/Moral (Value System)
3,false,1,e7c7dd70-38bb-461a-a489-80e6749a0661,1,A,Inequalities
3,true,2,e7c7dd70-38bb-461a-a489-80e6749a0661,2,A,Fraction Operations
4,false,3,e7c7dd70-38bb-461a-a489-80e6749a0661,3,A,Angle Sum Property
2,false,4,e7c7dd70-38bb-461a-a489-80e6749a0661,4,A,Perimeter
1,false,5,e7c7dd70-38bb-461a-a489-80e6749a0661,5,A,"Speed, Distance and Time"
4,false,6,e7c7dd70-38bb-461a-a489-80e6749a0661,6,A,Linear Equations
1,false,7,e7c7dd70-38bb-461a-a489-80e6749a0661,7,A,Divisibility Rules
1,false,8,e7c7dd70-38bb-461a-a489-80e6749a0661,8,A,Number Patterns
2,false,9,e7c7dd70-38bb-461a-a489-80e6749a0661,9,A,Profit and Loss
4,false,10,e7c7dd70-38bb-461a-a489-80e6749a0661,10,A,Volume of Solids
2,false,11,e7c7dd70-38bb-461a-a489-80e6749a0661,11,B,Anagrams
2,false,12,e7c7dd70-38bb-461a-a489-80e6749a0661,12,B,Anagrams
4,false,13,e7c7dd70-38bb-461a-a489-80e6749a0661,13,B,Compound Words
2,false,14,e7c7dd70-38bb-461a-a489-80e6749a0661,14,B,Letter Patterns
3,false,15,e7c7dd70-38bb-461a-a489-80e6749a0661,15,B,Word Completion
3,false,16,e7c7dd70-38bb-461a-a489-80e6749a0661,16,B,Word Classification
2,false,17,e7c7dd70-38bb-461a-a489-80e6749a0661,17,B,Letter Sequences
3,false,18,e7c7dd70-38bb-461a-a489-80e6749a0661,18,B,Word Completion
4,true,19,e7c7dd70-38bb-461a-a489-80e6749a0661,19,B,Word Analogies
4,false,20,e7c7dd70-38bb-461a-a489-80e6749a0661,20,B,Anagrams
1,false,21,e7c7dd70-38bb-461a-a489-80e6749a0661,21,C,Complete Analogy
2,false,22,e7c7dd70-38bb-461a-a489-80e6749a0661,22,C,Missing Figures
1,false,23,e7c7dd70-38bb-461a-a489-80e6749a0661,23,C,Alphabetic Codes
3,false,24,e7c7dd70-38bb-461a-a489-80e6749a0661,24,C,Find Missing Figure
3,true,25,e7c7dd70-38bb-461a-a489-80e6749a0661,25,C,Complete the Pattern
2,false,26,e7c7dd70-38bb-461a-a489-80e6749a0661,26,C,Find the Missing Figure
2,false,27,e7c7dd70-38bb-461a-a489-80e6749a0661,27,C,Find the Missing Figure
4,false,28,e7c7dd70-38bb-461a-a489-80e6749a0661,28,C,Mirror Image
1,false,29,e7c7dd70-38bb-461a-a489-80e6749a0661,29,C,Dice Question
4,true,30,e7c7dd70-38bb-461a-a489-80e6749a0661,30,C,Find Missing Image
3,true,31,e7c7dd70-38bb-461a-a489-80e6749a0661,31,D,Grammar (Verb Tenses)
3,false,32,e7c7dd70-38bb-461a-a489-80e6749a0661,32,D,Grammar (Verb Tenses)
3,true,33,e7c7dd70-38bb-461a-a489-80e6749a0661,33,D,Parts of Speech (Adjectives)
4,false,34,e7c7dd70-38bb-461a-a489-80e6749a0661,34,D,Reading Comprehension (Literal Understanding)
3,false,35,e7c7dd70-38bb-461a-a489-80e6749a0661,35,D,Reading Comprehension (Literal Understanding)
3,true,36,e7c7dd70-38bb-461a-a489-80e6749a0661,36,D,Reading Comprehension (Literal Understanding)
4,false,37,e7c7dd70-38bb-461a-a489-80e6749a0661,37,D,Reading Comprehension (Literal Understanding)
4,false,38,e7c7dd70-38bb-461a-a489-80e6749a0661,38,D,Reading Comprehension (Inferential Understanding)
3,false,39,e7c7dd70-38bb-461a-a489-80e6749a0661,39,D,Reading Comprehension (Inferential Understanding)
4,false,40,e7c7dd70-38bb-461a-a489-80e6749a0661,40,D,Theme/Moral (Value System)
